Common Name,Species,Class,Caudal,A11
(Fox)-(Ermine),(Vulpes vulpes)-(Mustela erminea),(Mammalia)-(Mammalia),4.0,3700.0
(Lion)-(Leopard),(Panthera leo)-(Panthera pardus),(Mammalia)-(Mammalia),0.0,-1824.0
(Cat)-(Lion+Leopard),(Felis catus)-(Panthera leo+Panthera pardus),(Mammalia)-(Mammalia+Mammalia),-1.0,393.00000000000364
(Fox+Ermine)-(Cat+Lion+Leopard),(Vulpes vulpes+Mustela erminea)-(Felis catus+Panthera leo+Panthera pardus),(Mammalia+Mammalia)-(Mammalia+Mammalia+Mammalia),-2.533115012914852,-5884.48579992446
(Fox+Ermine+Cat+Lion+Leopard)-(Horse),(Vulpes vulpes+Mustela erminea+Felis catus+Panthera leo+Panthera pardus)-(Equus caballus),(Mammalia+Mammalia+Mammalia+Mammalia+Mammalia)-(Mammalia),4.015808340899802,-3755.2533138077397
(North Pacific Minke Whale)-(Orca),(Balaenoptera acutorostrata scammoni)-(Orcinus orca),(Mammalia)-(Mammalia),-4.699999999999999,11155.0
(North Pacific Minke Whale+Orca)-(Cattle),(Balaenoptera acutorostrata scammoni+Orcinus orca)-(Bos taurus),(Mammalia+Mammalia)-(Mammalia),0.6500000000000021,7453.500000000002
(North Pacific Minke Whale+Orca+Cattle)-(Wild Boar),(Balaenoptera acutorostrata scammoni+Orcinus orca+Bos taurus)-(Sus scrofa),(Mammalia+Mammalia+Mammalia)-(Mammalia),-0.11818410527968481,2373.2534943043647
(North Pacific Minke Whale+Orca+Cattle+Wild Boar)-(Alpaca),(Balaenoptera acutorostrata scammoni+Orcinus orca+Bos taurus+Sus scrofa)-(Vicugna pacos),(Mammalia+Mammalia+Mammalia+Mammalia)-(Mammalia),9.41855566622857,5263.482616354469
(Fox+Ermine+Cat+Lion+Leopard+Horse)-(North Pacific Minke Whale+Orca+Cattle+Wild Boar+Alpaca),(Vulpes vulpes+Mustela erminea+Felis catus+Panthera leo+Panthera pardus+Equus caballus)-(Balaenoptera acutorostrata scammoni+Orcinus orca+Bos taurus+Sus scrofa+Vicugna pacos),(Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia)-(Mammalia+Mammalia+Mammalia+Mammalia+Mammalia),0.5837036811990721,6771.605034139351
(Western European Hedgehog)-(Fox+Ermine+Cat+Lion+Leopard+Horse+North Pacific Minke Whale+Orca+Cattle+Wild Boar+Alpaca),(Erinaceus europaeus)-(Vulpes vulpes+Mustela erminea+Felis catus+Panthera leo+Panthera pardus+Equus caballus+Balaenoptera acutorostrata scammoni+Orcinus orca+Bos taurus+Sus scrofa+Vicugna pacos),(Mammalia)-(Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia),-6.856508978283102,177.25220084416833
(Guinea Pig)-(House Mouse),(Cavia porcellus)-(Mus musculus),(Mammalia)-(Mammalia),-24.5,-605.0
(Rabbit)-(Guinea Pig+House Mouse),(Oryctolagus cuniculus)-(Cavia porcellus+Mus musculus),(Mammalia)-(Mammalia+Mammalia),-7.821644384016917,-913.2691776461324
(Rhesus Monkey)-(Pig-Tailed Macaque),(Macaca mulatta)-(Macaca nemestrina),(Mammalia)-(Mammalia),-2.0,-9616.0
(Human)-(Chimpanzee),(Homo sapiens)-(Pan troglodytes),(Mammalia)-(Mammalia),2.0,-28.0
(Rhesus Monkey+Pig-Tailed Macaque)-(Human+Chimpanzee),(Macaca mulatta+Macaca nemestrina)-(Homo sapiens+Pan troglodytes),(Mammalia+Mammalia)-(Mammalia+Mammalia),12.792508634551938,-6008.869104776233
(Common Marmoset)-(Rhesus Monkey+Pig-Tailed Macaque+Human+Chimpanzee),(Callithrix jacchus)-(Macaca mulatta+Macaca nemestrina+Homo sapiens+Pan troglodytes),(Mammalia)-(Mammalia+Mammalia+Mammalia+Mammalia),9.715430814383074,-7935.785101184141
(Rabbit+Guinea Pig+House Mouse)-(Common Marmoset+Rhesus Monkey+Pig-Tailed Macaque+Human+Chimpanzee),(Oryctolagus cuniculus+Cavia porcellus+Mus musculus)-(Callithrix jacchus+Macaca mulatta+Macaca nemestrina+Homo sapiens+Pan troglodytes),(Mammalia+Mammalia+Mammalia)-(Mammalia+Mammalia+Mammalia+Mammalia+Mammalia),2.0043740583407264,5197.997530735041
(Western European Hedgehog+Fox+Ermine+Cat+Lion+Leopard+Horse+North Pacific Minke Whale+Orca+Cattle+Wild Boar+Alpaca)-(Rabbit+Guinea Pig+House Mouse+Common Marmoset+Rhesus Monkey+Pig-Tailed Macaque+Human+Chimpanzee),(Erinaceus europaeus+Vulpes vulpes+Mustela erminea+Felis catus+Panthera leo+Panthera pardus+Equus caballus+Balaenoptera acutorostrata scammoni+Orcinus orca+Bos taurus+Sus scrofa+Vicugna pacos)-(Oryctolagus cuniculus+Cavia porcellus+Mus musculus+Callithrix jacchus+Macaca mulatta+Macaca nemestrina+Homo sapiens+Pan troglodytes),(Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia)-(Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia),3.5804773279082607,-2932.6036747126836
(Western European Hedgehog+Fox+Ermine+Cat+Lion+Leopard+Horse+North Pacific Minke Whale+Orca+Cattle+Wild Boar+Alpaca+Rabbit+Guinea Pig+House Mouse+Common Marmoset+Rhesus Monkey+Pig-Tailed Macaque+Human+Chimpanzee)-(Linne'S Two-Toed Sloth),(Erinaceus europaeus+Vulpes vulpes+Mustela erminea+Felis catus+Panthera leo+Panthera pardus+Equus caballus+Balaenoptera acutorostrata scammoni+Orcinus orca+Bos taurus+Sus scrofa+Vicugna pacos+Oryctolagus cuniculus+Cavia porcellus+Mus musculus+Callithrix jacchus+Macaca mulatta+Macaca nemestrina+Homo sapiens+Pan troglodytes)-(Choloepus didactylus),(Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia)-(Mammalia),12.167589358002228,-2518.846874274397
